Local;Codigo 1000;Artigo;Metragem
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984198;28 01 9311;117,69
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984199;28 01 9311;136,02
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984200;28 01 9311;135,92
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984201;28 01 9311;135,87
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984202;28 01 9311;135,99
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984194;28 01 9311;139,75
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984197;28 01 9311;139,4
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982835;28 01 9311;60,19
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981017;28 01 9311;139,12
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981018;28 01 9311;139,35
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982136;28 01 9311;140,99
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982137;28 01 9311;137,34
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982142;28 01 9311;140,85
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981547;28 01 9311;144,12
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981013;28 01 9311;139,34
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981546;28 01 9311;144,17
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982863;28 01 9311;141,69
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982867;28 01 9311;141,69
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982861;28 01 9311;141,65
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981012;28 01 9311;138,93
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981548;28 01 9311;144,14
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984196;28 01 9311;143,44
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982148;28 01 9311;141,64
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981014;28 01 9311;139,39
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982146;28 01 9311;143,66
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982144;28 01 9311;143,79
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981015;28 01 9311;139,2
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000983536;28 01 9311;135,98
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981544;28 01 9311;144,15
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000941626;28 01 9311;143,96
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000986763;28 01 9311;144,63
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000986764;28 01 9311;144,62
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000986769;28 01 9311;144,73
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000986775;28 01 9311;129,25
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982899;28 01 9311;140,89
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000982900;28 01 9311;140,88
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000936512;28 01 9311;49,89
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000986762;28 01 9311;144,76
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000993890;28 01 9311;147,08
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000992142;28 01 9311;130,47
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000917735;28 01 9311;141,8
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000917906;28 01 9311;142,2
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000917614;28 01 9311;144,3
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000925384;28 01 9311;138,5
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000917906;28 01 9311;142,2
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947974;28 01 9311;139,37
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947973;28 01 9311;139,46
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000986761;28 01 9311;144,97
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981634;28 01 9311;137,23
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981635;28 01 9311;131,73
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981639;28 01 9311;144,14
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981641;28 01 9311;139,94
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000980925;28 01 9311;132,11
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000980928;28 01 9311;135,87
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000980929;28 01 9311;135,86
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000980930;28 01 9311;135,89
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000980914;28 01 9311;142,06
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981631;28 01 9311;144,2
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000980915;28 01 9311;142,12
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000980902;28 01 9311;139,99
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000980908;28 01 9311;137,54
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000980909;28 01 9311;104,32
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000993891;28 01 9311;29,26
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000986760;28 01 9311;142,95
RUA A COLUNA 04 GAVETA 05;1000985879;28 01 9311;137,35
RUA A COLUNA 04 GAVETA 05;1000985876;28 01 9311;137,96
RUA A COLUNA 04 GAVETA 05;1000984391;28 01 9311;129,93
RUA A COLUNA 04 GAVETA 05;1000984396;28 01 9311;133,47
RUA A COLUNA 04 GAVETA 05;1000985880;28 01 9311;137,28
RUA A COLUNA 04 GAVETA 05;1000985850;28 01 9311;134,9
RUA A COLUNA 06 GAVETA 04;1000920274;28 01 9311;138,5
RUA A COLUNA 06 GAVETA 04;1000985895;28 01 9311;137,35
RUA A COLUNA 06 GAVETA 04;1000892046;28 01 9311;139
RUA A COLUNA 06 GAVETA 04;1000918214;28 01 9311;140,6
RUA A COLUNA 06 GAVETA 04;1000918215;28 01 9311;142
RUA A COLUNA 06 GAVETA 04;1000985887;28 01 9311;137,17
RUA A COLUNA 06 GAVETA 04;1000918216;28 01 9311;145,8
RUA A COLUNA 06 GAVETA 04;1000918219;28 01 9311;145,5
RUA A COLUNA 10 GAVETA 04;1000939649;28 01 9311;138,81
RUA A COLUNA 10 GAVETA 04;1000979709;28 01 9311;140,1
RUA A COLUNA 10 GAVETA 04;1000979714;28 01 9311;138,6
RUA A COLUNA 10 GAVETA 04;1000979715;28 01 9311;83,66
RUA A COLUNA 10 GAVETA 04;1000939644;28 01 9311;75,39
RUA A COLUNA 10 GAVETA 04;1000979713;28 01 9311;138,13
RUA A COLUNA 10 GAVETA 04;1000979711;28 01 9311;69,07
RUA A COLUNA 10 GAVETA 04;1000979710;28 01 9311;140,17
RUA A COLUNA 10 GAVETA 04;1000939652;28 01 9311;31,17
RUA A COLUNA 17 GAVETA 06;1000981640;28 01 9311;144,21
RUA A COLUNA 17 GAVETA 06;1000984222;28 01 9311;141,13
RUA A COLUNA 17 GAVETA 06;1000979705;28 01 9311;137,66
RUA A COLUNA 17 GAVETA 06;1000979699;28 01 9311;136,36
RUA A COLUNA 17 GAVETA 06;1000981633;28 01 9311;137,31
RUA A COLUNA 17 GAVETA 06;1000990402;28 01 9311;142,56
RUA A COLUNA 19 GAVETA 02;1000990656;28 01 9311;142,02
RUA A COLUNA 19 GAVETA 02;1000917735;28 01 9311;141,8
RUA A COLUNA 19 GAVETA 02;1000990237;28 01 9311;142,26
RUA A COLUNA 19 GAVETA 02;1000941635;28 01 9311;72,43
RUA A COLUNA 19 GAVETA 02;1000941634;28 01 9311;144,17
RUA A COLUNA 19 GAVETA 02;1000985934;28 01 9311;85,57
RUA A COLUNA 20 GAVETA 02;1000982507;28 01 9311;132,97
RUA A COLUNA 20 GAVETA 02;1000982506;28 01 9311;140,65
RUA A COLUNA 20 GAVETA 02;1000982505;28 01 9311;88,72
RUA A COLUNA 20 GAVETA 02;1000982504;28 01 9311;141,26
RUA A COLUNA 20 GAVETA 02;1000982503;28 01 9311;141,26
RUA A COLUNA 30 GAVETA 01;1000959270;28 01 9311;141,26
RUA A COLUNA 30 GAVETA 01;1000959271;28 01 9311;136,43
RUA A COLUNA 30 GAVETA 01;1000978994;28 01 9311;138,05
RUA A COLUNA 30 GAVETA 01;1000970538;28 01 9311;132,08
RUA A COLUNA 30 GAVETA 01;1000917614;28 01 9311;144,3
RUA A COLUNA 30 GAVETA 01;1000963446;28 01 9311;19,9
RUA A COLUNA 33 GAVETA 05;1000917906;28 01 9311;142,2
RUA A COLUNA 33 GAVETA 05;1000941255;28 01 9311;142,28
RUA A COLUNA 33 GAVETA 05;1000990411;28 01 9311;57,06
RUA A COLUNA 33 GAVETA 05;1000939650;28 01 9311;137,53
RUA A COLUNA 33 GAVETA 05;1000990407;28 01 9311;137,78
RUA A COLUNA 36 GAVETA 07;1000983051;28 01 9311;139,45
RUA A COLUNA 36 GAVETA 07;1000983050;28 01 9311;139,23
RUA A COLUNA 36 GAVETA 07;1000983052;28 01 9311;139,07
RUA B COLUNA 07 GAVETA 08;1000979329;28 01 9311;142,91
RUA B COLUNA 07 GAVETA 08;1000962716;28 01 9311;135
RUA B COLUNA 07 GAVETA 08;1000982812;28 01 9311;145,27
RUA B COLUNA 07 GAVETA 08;1000991376;28 01 9311;25,73
RUA B COLUNA 07 GAVETA 08;1000979328;28 01 9311;142,84
RUA B COLUNA 18 GAVETA 06;1000979577;28 01 9311;97,14
RUA B COLUNA 18 GAVETA 06;1000979673;28 01 9311;134,51
RUA B COLUNA 18 GAVETA 06;1000979574;28 01 9311;143,34
RUA B COLUNA 18 GAVETA 06;1000979578;28 01 9311;139,15
RUA B COLUNA 18 GAVETA 06;1000979581;28 01 9311;129,57
RUA B COLUNA 22 GAVETA 03;1000959759;28 01 9311;143,21
RUA B COLUNA 22 GAVETA 03;1000963340;28 01 9311;136,02
RUA B COLUNA 22 GAVETA 03;1000960249;28 01 9311;134,23
RUA B COLUNA 22 GAVETA 03;1000967676;28 01 9311;143,15
RUA B COLUNA 22 GAVETA 03;1000960251;28 01 9311;138,78
RUA B COLUNA 22 GAVETA 03;1000960291;28 01 9311;141,82
RUA B COLUNA 24 GAVETA 03;1000979589;28 01 9311;144,97
RUA B COLUNA 24 GAVETA 03;1000979586;28 01 9311;71,36
RUA B COLUNA 24 GAVETA 03;1000993036;28 01 9311;130,46
RUA B COLUNA 24 GAVETA 03;1000985603;28 01 9311;136,41
RUA B COLUNA 31 GAVETA 06;1000990465;28 01 9311;142,08
RUA B COLUNA 31 GAVETA 06;1000985839;28 01 9311;137,4
RUA B COLUNA 31 GAVETA 06;1000979429;28 01 9311;144,29
RUA B COLUNA 31 GAVETA 06;1000990466;28 01 9311;137,94
RUA B COLUNA 31 GAVETA 06;1000979419;28 01 9311;55,87
RUA B COLUNA 31 GAVETA 06;1000979348;28 01 9311;139,93
RUA B COLUNA 31 GAVETA 06;1000979347;28 01 9311;138,97
RUA C COLUNA 17 GAVETA 05;1000892046;28 01 9311;139
RUA C COLUNA 22 GAVETA 01;1000984245;28 01 9311;86
RUA C COLUNA 22 GAVETA 01;1000979297;28 01 9311;136,6
RUA C COLUNA 22 GAVETA 01;1000982126;28 01 9311;141,21
RUA C COLUNA 34 GAVETA 05;1000984223;28 01 9311;142,52
RUA C COLUNA 34 GAVETA 05;1000984232;28 01 9311;139,23
RUA C COLUNA 34 GAVETA 05;1000984226;28 01 9311;139,71
RUA C COLUNA 34 GAVETA 05;1000984229;28 01 9311;140,14
RUA C COLUNA 34 GAVETA 05;1000984225;28 01 9311;142,2
RUA C COLUNA 36 GAVETA 01;1000982129;28 01 9311;29,91
RUA C COLUNA 36 GAVETA 01;1000983502;28 01 9311;136,09
RUA C COLUNA 36 GAVETA 01;1000983501;28 01 9311;143,77
RUA C COLUNA 36 GAVETA 01;1000984247;28 01 9311;135,83
RUA C COLUNA 36 GAVETA 01;1000984246;28 01 9311;135,83
RUA C COLUNA 36 GAVETA 08;1000979403;28 01 9311;83,58
RUA C COLUNA 36 GAVETA 08;1000991684;28 01 9311;142,1
RUA C COLUNA 36 GAVETA 08;1000991697;28 01 9311;135,84
RUA C COLUNA 36 GAVETA 08;1000991695;28 01 9311;104,12
RUA D COLUNA 05 GAVETA 04;1000987225;28 01 9311;135,38
RUA D COLUNA 05 GAVETA 04;1000987212;28 01 9311;135,85
RUA D COLUNA 05 GAVETA 04;1000987211;28 01 9311;135,63
RUA D COLUNA 05 GAVETA 04;1000987213;28 01 9311;127,34
RUA E COLUNA 04 GAVETA 01;1000983487;28 01 9311;115,09
RUA E COLUNA 04 GAVETA 01;1000983516;28 01 9311;138,65
RUA E COLUNA 04 GAVETA 01;1000980918;28 01 9311;135,69
RUA E COLUNA 04 GAVETA 01;1000983525;28 01 9311;135,81
RUA E COLUNA 04 GAVETA 01;1000983515;28 01 9311;142,91
RUA E COLUNA 04 GAVETA 01;1000983524;28 01 9311;135,56
RUA E COLUNA 04 GAVETA 01;1000983514;28 01 9311;142,96
RUA E COLUNA 04 GAVETA 01;1000983523;28 01 9311;135,99
RUA E COLUNA 04 GAVETA 01;1000980931;28 01 9311;48,83
RUA E COLUNA 04 GAVETA 01;1000982854;28 01 9311;137,07
RUA E COLUNA 04 GAVETA 01;1000983526;28 01 9311;135,36
RUA F COLUNA 06 GAVETA 06;1000992152;28 01 9311;139,67
RUA F COLUNA 06 GAVETA 06;1000992148;28 01 9311;136,53
RUA F COLUNA 09 GAVETA 01;1000946689;28 01 9311;134,95
RUA F COLUNA 09 GAVETA 01;1000946687;28 01 9311;134,94
RUA F COLUNA 09 GAVETA 01;1000946690;28 01 9311;135,33
RUA H COLUNA 15 GAVETA 02;1000978265;28 01 9311;137,69
RUA H COLUNA 15 GAVETA 02;1000978295;28 01 9311;135,24
RUA H COLUNA 15 GAVETA 02;1000978268;28 01 9311;141,07
RUA H COLUNA 15 GAVETA 02;1000978269;28 01 9311;140,9
RUA H COLUNA 15 GAVETA 02;1000958600;28 01 9311;137,76
RUA H COLUNA 36 GAVETA 03;1000945737;28 01 9311;140,82
RUA H COLUNA 36 GAVETA 03;1000945738;28 01 9311;140,68
SALA DE AMOSTRA COLUNA 01 GAVETA 01;1000983493;28 01 9311;142,44
SALA DE AMOSTRA COLUNA 01 GAVETA 01;1000949317;28 01 9311;144,71
SALA DE AMOSTRA COLUNA 01 GAVETA 01;1000963336;28 01 9311;134,63
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000972762;28 01 9313;134,64
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000972760;28 01 9313;134,71
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000972759;28 01 9313;134,7
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000973013;28 01 9313;142,79
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000973012;28 01 9313;142,3
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000973011;28 01 9313;142,13
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000973010;28 01 9313;142,18
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000973004;28 01 9313;142,17
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000972761;28 01 9313;135,08
RUA A COLUNA 34 GAVETA 08;1000973083;28 01 9313;86,74
RUA A COLUNA 34 GAVETA 08;1000973015;28 01 9313;141,7
RUA A COLUNA 34 GAVETA 08;1000973017;28 01 9313;137,19
RUA A COLUNA 34 GAVETA 08;1000973014;28 01 9313;141,86
RUA B COLUNA 33 GAVETA 06;1000973061;28 01 9313;140,32
RUA B COLUNA 33 GAVETA 06;1000973062;28 01 9313;136,13
RUA B COLUNA 33 GAVETA 06;1000973080;28 01 9313;134,51
RUA B COLUNA 33 GAVETA 06;1000973082;28 01 9313;134,84
RUA B COLUNA 33 GAVETA 06;1000973081;28 01 9313;135,14
RUA B COLUNA 33 GAVETA 06;1000973065;28 01 9313;140,06
RUA B COLUNA 33 GAVETA 06;1000973063;28 01 9313;138,17
RUA C COLUNA 36 GAVETA 01;1000972754;28 01 9313;134,75
RUA D COLUNA 07 GAVETA 06;1000935831;28 01 9313;137,79
RUA D COLUNA 29 GAVETA 04;1000974728;28 01 9313;139,68
RUA D COLUNA 29 GAVETA 04;1000935831;28 01 9313;137,79
RUA D COLUNA 29 GAVETA 04;1000974731;28 01 9313;141,59
RUA D COLUNA 29 GAVETA 04;1000935822;28 01 9313;142,68
RUA D COLUNA 29 GAVETA 04;1000974723;28 01 9313;142,37
RUA D COLUNA 29 GAVETA 04;1000974730;28 01 9313;141,28
RUA D COLUNA 29 GAVETA 04;1000974736;28 01 9313;96,8
RUA D COLUNA 29 GAVETA 04;1000865877;28 01 9313;144,9
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000921793;28 01 9350;42,7
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947088;28 01 9350;75,02
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000834790;28 01 9350;106,4
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947083;28 01 9350;109,68
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947078;28 01 9350;108,94
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947079;28 01 9350;108,61
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947080;28 01 9350;109,01
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947082;28 01 9350;109,68
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000921792;28 01 9350;92
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000921791;28 01 9350;98,1
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000868222;28 01 9350;74,3
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947089;28 01 9350;48,93
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947081;28 01 9350;101,11
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947085;28 01 9350;110,59
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947084;28 01 9350;109,84
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000830624;28 01 9350;103,6
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000964886;28 01 9350;101,09
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000964865;28 01 9350;101,81
RUA C COLUNA 08 GAVETA 02;1000964887;28 01 9350;78,02
RUA C COLUNA 08 GAVETA 02;1000964885;28 01 9350;101,13
RUA C COLUNA 08 GAVETA 02;1000964884;28 01 9350;101,17
RUA C COLUNA 08 GAVETA 02;1000964881;28 01 9350;101,45
RUA C COLUNA 08 GAVETA 02;1000964882;28 01 9350;101,22
RUA C COLUNA 08 GAVETA 02;1000964883;28 01 9350;101,15
RUA D COLUNA 35 GAVETA 06;1000964866;28 01 9350;101,46
RUA D COLUNA 35 GAVETA 06;1000964864;28 01 9350;100,02
RUA D COLUNA 35 GAVETA 06;1000964868;28 01 9350;97,82
RUA D COLUNA 35 GAVETA 06;1000964879;28 01 9350;100,86
RUA D COLUNA 35 GAVETA 06;1000964880;28 01 9350;100,87
RUA D COLUNA 35 GAVETA 06;1000964878;28 01 9350;100,94
RUA D COLUNA 35 GAVETA 06;1000964874;28 01 9350;78,1
RUA D COLUNA 35 GAVETA 06;1000964873;28 01 9350;94,03
RUA D COLUNA 35 GAVETA 06;1000964867;28 01 9350;101,22
RUA D COLUNA 35 GAVETA 06;1000964872;28 01 9350;93,88
RUA D COLUNA 35 GAVETA 06;1000964870;28 01 9350;94,38
RUA D COLUNA 35 GAVETA 06;1000964869;28 01 9350;94,31
RUA E COLUNA 07 GAVETA 05;1000873746;28 01 9350;103
RUA E COLUNA 07 GAVETA 05;1000878682;28 01 9350;84,6
RUA E COLUNA 07 GAVETA 05;1000873745;28 01 9350;102
RUA E COLUNA 07 GAVETA 05;1000873747;28 01 9350;105,7
RUA E COLUNA 07 GAVETA 05;1000878688;28 01 9350;112,7
RUA E COLUNA 40 GAVETA 04;1000947073;28 01 9350;99,03
RUA E COLUNA 40 GAVETA 04;1000947074;28 01 9350;110,87
RUA E COLUNA 40 GAVETA 04;1000947063;28 01 9350;123,13
RUA E COLUNA 40 GAVETA 04;1000947066;28 01 9350;124,75
RUA E COLUNA 40 GAVETA 04;1000947065;28 01 9350;135,7
RUA E COLUNA 40 GAVETA 04;1000947076;28 01 9350;64,24
RUA E COLUNA 40 GAVETA 04;1000947060;28 01 9350;141,48
RUA E COLUNA 40 GAVETA 04;1000947061;28 01 9350;140,76
RUA E COLUNA 40 GAVETA 04;1000947062;28 01 9350;140,31
DEPOSITO ALGODAO COLUNA 02 GAVETA 01;1000928555;28 01 9510;134,08
DEPOSITO ALGODAO COLUNA 02 GAVETA 01;1000928325;28 01 9510;139,04
DEPOSITO ALGODAO COLUNA 02 GAVETA 01;1000928550;28 01 9510;145,47
DEPOSITO ALGODAO COLUNA 02 GAVETA 01;1000928554;28 01 9510;140,01
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000993965;28 01 9510;131,96
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947265;28 01 9510;139,4
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000943249;28 01 9510;141,73
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000993963;28 01 9510;140,7
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000947131;28 01 9510;137,59
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000993966;28 01 9510;98,98
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000993968;28 01 9510;40,81
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000993954;28 01 9510;130,64
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000932490;28 01 9510;42,27
RUA A COLUNA 13 GAVETA 05;1000993862;28 01 9510;139,89
RUA A COLUNA 13 GAVETA 05;1000993863;28 01 9510;125,27
RUA A COLUNA 13 GAVETA 05;1000993858;28 01 9510;140,41
RUA A COLUNA 13 GAVETA 05;1000993857;28 01 9510;122,12
RUA A COLUNA 13 GAVETA 05;1000993866;28 01 9510;140,11
RUA A COLUNA 13 GAVETA 05;1000993859;28 01 9510;140,54
RUA A COLUNA 33 GAVETA 02;1000993868;28 01 9510;139,96
RUA A COLUNA 33 GAVETA 02;1000993864;28 01 9510;143,24
RUA A COLUNA 33 GAVETA 02;1000993865;28 01 9510;139,85
RUA A COLUNA 33 GAVETA 02;1000993867;28 01 9510;139,91
RUA A COLUNA 33 GAVETA 02;1000993871;28 01 9510;129,61
RUA B COLUNA 16 GAVETA 07;1000993926;28 01 9510;49,97
RUA B COLUNA 16 GAVETA 07;1000993923;28 01 9510;141,09
RUA B COLUNA 16 GAVETA 07;1000993928;28 01 9510;140,37
RUA B COLUNA 17 GAVETA 04;1000993916;28 01 9510;140,39
RUA B COLUNA 17 GAVETA 04;1000993877;28 01 9510;39,82
RUA B COLUNA 17 GAVETA 04;1000993915;28 01 9510;140,83
RUA B COLUNA 17 GAVETA 04;1000993876;28 01 9510;140,07
RUA B COLUNA 17 GAVETA 04;1000993917;28 01 9510;140,27
RUA B COLUNA 17 GAVETA 04;1000993914;28 01 9510;140,5
RUA B COLUNA 17 GAVETA 04;1000993912;28 01 9510;140,14
RUA B COLUNA 17 GAVETA 04;1000993911;28 01 9510;139,63
RUA B COLUNA 24 GAVETA 05;1000993946;28 01 9510;140,61
RUA B COLUNA 24 GAVETA 05;1000993929;28 01 9510;140,57
RUA C COLUNA 07 GAVETA 03;1000994763;28 01 9510;37,33
RUA C COLUNA 17 GAVETA 06;1000943189;28 01 9510;137,36
RUA C COLUNA 17 GAVETA 06;1000943194;28 01 9510;137,27
RUA C COLUNA 24 GAVETA 07;1000947124;28 01 9510;140,83
RUA C COLUNA 24 GAVETA 07;1000947129;28 01 9510;140,99
RUA C COLUNA 24 GAVETA 07;1000947125;28 01 9510;140,29
RUA C COLUNA 24 GAVETA 07;1000947053;28 01 9510;59,22
RUA C COLUNA 24 GAVETA 07;1000943223;28 01 9510;135,59
RUA F COLUNA 09 GAVETA 03;1000939397;28 01 9510;135,98
RUA F COLUNA 09 GAVETA 03;1000939398;28 01 9510;33,48
RUA F COLUNA 09 GAVETA 03;1000939396;28 01 9510;135,94
SALA DE AMOSTRA COLUNA 01 GAVETA 01;1000928691;28 01 9510;139,08
SALA DE AMOSTRA COLUNA 01 GAVETA 01;1000928590;28 01 9510;138,23
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000987934;28 01 9600;146,44
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000987926;28 01 9600;149
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000987925;28 01 9600;149,19
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000987924;28 01 9600;147,85
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000987922;28 01 9600;147,85
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000987921;28 01 9600;128,34
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000987935;28 01 9600;50,35
